ID,var_rpta_alt,Prob_uno
268114#605895#474447,0,0.21
201192#87904#1017390,0,0.33
557007#490472#589870,1,1.0
623242#537804#542538,1,0.99
596060#668017#412325,0,0.54
420311#877344#202998,0,0.9
467233#867873#212469,0,0.18
358715#47367#1057457,1,1.0
502866#792741#287601,0,0.21
129256#441295#639021,1,0.2
126153#726020#354322,0,0.21
519567#958338#122004,1,0.99
49565#851119#229223,1,1.0
221307#1063171#17171,1,0.98
626390#922760#157582,1,1.0
321193#832235#248107,0,0.18
220817#848180#232162,0,0.22
542535#146913#941180,0,0.82
291633#89283#1016023,1,0.91
84901#788097#292245,1,0.99
489181#58063#1046910,0,0.12
312082#751423#328919,0,0.25
312755#5778#884950,1,0.99
425654#362203#717651,1,0.99
222234#407073#672847,1,0.85
433573#50740#1054155,0,0.04
306761#761478#318864,0,0.18
186825#1026386#53956,0,0.53
302354#1061772#18570,1,1.0
256600#127488#960362,1,0.22
498582#995820#84522,0,0.09
612242#376460#703395,0,0.08
331755#257937#825048,1,0.99
629801#1061746#18596,1,0.24
378622#439185#641121,0,0.06
78022#113953#973861,0,0.0
211770#106091#981690,1,0.71
525925#405589#674331,0,0.19
564509#181782#906354,1,0.69
219403#723887#356455,0,0.05
317647#840371#239971,0,0.27
257484#430306#649700,1,1.0
630711#964136#116206,0,0.27
380411#585297#495045,0,0.24
162602#547450#532892,0,0.18
43500#546203#534139,0,0.16
312755#706983#373359,1,0.95
373008#214612#868143,1,0.97
165615#553106#527236,1,0.37
24647#770484#309858,0,0.39
159989#963798#116544,1,0.04
412587#12234#1004516,0,0.22
378579#401571#678344,0,0.3
279442#678399#401943,0,0.3
485140#768082#312260,1,0.24
152996#1078242#2100,1,0.72
41029#974020#106322,0,0.13
404097#759754#320588,1,1.0
428494#49369#1055462,1,1.0
584885#648045#432297,0,0.06
236341#785541#294801,0,0.19
36693#949605#130737,0,0.21
34359#413035#666877,1,0.24
358570#163353#924767,1,0.98
493178#833806#246536,1,0.96
544677#765525#314817,1,0.54
20543#644307#436035,0,0.04
169501#1013573#66769,0,0.08
444669#164478#923640,1,1.0
22031#543183#537159,1,0.99
406288#54823#1050124,0,0.19
433968#273426#809590,1,0.3
590766#843903#236439,1,1.0
571669#791462#288880,0,0.1
481182#961376#118966,1,0.99
129071#489530#590812,1,0.29
437942#210133#872606,0,0.05
249962#993775#86567,0,0.03
22383#565140#515202,0,0.28
133795#447615#632733,0,0.11
617617#383007#696844,0,0.15
594186#783107#297235,1,0.16
458214#645615#434727,1,0.32
77338#847886#232456,0,0.32
300447#533137#547205,0,0.16
251380#692922#387420,1,0.57
103500#810713#269629,0,0.15
569160#565675#514667,1,1.0
312819#632641#447701,0,0.27
571986#1033731#46611,0,0.06
17173#669559#410783,1,0.99
417133#222521#860271,0,0.07
544288#492191#588151,0,0.19
501744#545876#534466,0,0.24
598745#55029#1049922,0,0.06
494013#303684#779423,0,0.26
324348#196478#891780,0,0.05
372319#740480#339862,1,1.0
422672#411616#668303,1,0.28
182561#850407#229935,0,0.19
335702#228889#853944,0,0.11
185874#780946#299396,0,0.24
43500#546208#534134,0,0.15
2132#79591#1025585,1,0.15
280129#936232#144110,0,0.04
621359#77982#1027109,1,0.73
449296#450278#630092,0,0.07
303745#728079#352263,1,0.94
182620#715814#364528,0,0.36
580656#284029#799026,0,0.07
44054#99533#988250,1,0.04
218074#798404#281938,0,0.3
56990#313512#769625,0,0.21
25425#547414#532928,0,0.18
547359#837721#242621,0,0.77
477696#867183#213159,1,0.24
182530#596911#483431,0,0.48
185182#371882#707969,0,0.24
92557#731240#349102,0,0.11
470111#621192#459150,0,0.1
346295#791316#289026,0,0.11
599063#630909#449433,1,1.0
550285#56707#1048239,0,0.07
121281#314692#768450,0,0.1
371059#226539#856273,0,0.28
413153#65228#1039785,0,0.09
525563#635297#445045,1,0.19
528427#889580#190762,1,0.98
553915#292775#790297,0,0.17
303347#89918#1015401,1,1.0
215041#751680#328662,1,0.94
121232#469742#610600,1,0.98
114461#760704#319638,0,0.17
158275#397002#682900,1,0.25
562161#412979#666934,0,0.16
184665#757102#323240,0,0.28
109402#655611#424731,1,1.0
511259#57298#1047661,0,0.01
211868#554010#526332,1,0.29
614266#120799#967022,0,0.3
388651#309160#773963,0,0.65
114024#567939#512403,1,1.0
456942#363160#716690,1,0.24
132974#292756#790316,0,0.03
66627#887096#193246,0,0.05
430588#808660#271682,0,0.2
471382#901123#179219,0,0.03
434106#50036#1054808,0,0.18
436069#558282#522060,1,0.98
236138#750788#329554,1,0.99
518097#149035#939057,1,1.0
3033#218246#864527,1,1.0
513399#671901#408441,0,0.28
58287#1019272#61070,0,0.03
196813#525732#554610,1,0.62
494138#728072#352270,1,0.94
512271#626108#454234,1,1.0
62696#693334#387008,0,0.34
518503#107405#980389,1,0.99
332571#950525#129817,0,0.2
113641#301807#781307,0,0.05
417344#748912#331430,0,0.15
334432#893049#187293,0,0.18
318838#962815#117527,0,0.21
34964#262657#820326,1,1.0
528134#173109#915015,0,0.15
293343#639296#441046,0,0.07
299530#299259#783840,0,0.05
40093#1017909#62433,0,0.18
176261#544898#535444,0,0.19
617076#978119#102223,1,0.11
606195#676089#404253,1,1.0
284925#670000#410342,1,0.11
208722#1012942#67400,0,0.07
145514#706761#373581,1,0.4
257000#588088#492254,0,0.18
39978#716908#363434,0,0.07
365277#406033#673891,1,0.98
107530#639368#440974,1,0.11
161789#815997#264345,1,0.99
213291#570274#510068,0,0.06
593058#1063701#16641,0,0.04
460986#976778#103564,0,0.23
106054#546169#534173,0,0.23
24612#512713#567629,0,0.28
176572#926342#154000,0,0.12
327152#370233#709616,0,0.28
12631#459416#620927,1,0.99
398568#601375#478967,1,0.37
429379#107684#980113,0,0.12
130924#234904#847967,1,0.98
250647#706313#374029,0,0.21
287262#742014#338328,1,1.0
200585#532736#547606,0,0.27
291385#610614#469728,0,0.24
254729#552647#527695,1,0.25
466808#914890#165452,0,0.0
211538#504149#576193,0,0.09
155399#910766#169576,0,0.01
76337#817088#263254,0,0.42
234747#1001906#78436,1,1.0
437251#875358#204984,1,1.0
42272#690929#389413,1,0.99
620809#57855#1047113,0,0.05
301485#529849#550493,0,0.19
97540#178875#909248,0,0.07
254577#801796#278546,0,0.1
569124#239373#843642,1,1.0
371247#250499#832501,0,0.03
162090#414542#665388,1,0.11
157390#617856#462486,0,0.14
138792#896341#184001,0,0.06
618213#201004#887265,1,0.81
561307#687310#393032,1,0.15
457366#1051179#29163,1,1.0
324532#757075#323267,1,0.97
397671#607706#472636,1,1.0
25302#485790#594552,1,0.18
485223#769077#311265,0,0.27
95223#322276#760864,0,0.04
257169#602834#477508,0,0.2
303162#144596#943503,1,0.99
150241#440415#639889,0,0.14
152667#631271#449071,1,0.32
261144#461903#618437,0,0.09
103874#97719#990048,0,0.25
433796#597136#483206,0,0.3
371980#797678#282664,1,0.99
349185#695347#384995,1,0.92
246679#239836#843188,0,0.18
128807#193918#894334,0,0.08
142837#137956#950147,0,0.15
91972#442421#637884,0,0.03
422207#61912#1043073,1,0.97
172614#674016#406326,1,0.97
266691#1039470#40872,1,0.98
367705#50664#1054226,0,0.09
66788#444639#635692,0,0.31
60571#1031718#48624,0,0.07
515289#383504#696349,1,0.99
36887#90635#1014703,1,0.57
477761#113288#974526,1,0.95
343819#385910#693940,1,1.0
585495#253162#829841,1,0.99
411956#422625#657360,1,0.76
519824#190775#897464,0,0.23
503202#545891#534451,1,0.18
439724#74663#1030389,0,0.02
164802#1054724#25618,0,0.17
233396#631264#449078,1,0.76
230684#828692#251650,0,0.12
24702#399789#680121,0,0.04
327739#1063585#16757,0,0.07
572737#726446#353896,1,1.0
299588#1060088#20254,0,0.23
594831#681074#399268,1,0.99
271801#553691#526651,1,0.7
294087#536992#543350,0,0.16
291825#1021389#58953,0,0.25
44779#342070#738590,0,0.19
229519#844092#236250,0,0.08
632401#1042373#37969,1,0.99
371298#316101#767038,0,0.01
80277#404511#675410,0,0.23
590182#337997#742635,1,1.0
180883#605193#475149,0,0.06
603689#165185#922935,0,0.19
240714#287541#795529,1,0.99
286587#97601#990164,0,0.68
18069#225675#857135,1,0.98
536883#441946#638365,0,0.19
279140#376263#703589,0,0.03
34163#1026245#54097,1,0.2
515230#449714#630658,1,1.0
558612#1007803#72539,0,0.03
600377#222819#859976,1,1.0
1326#1008229#72113,0,0.78
524381#1024774#55568,1,0.07
242489#702368#377974,0,0.07
582542#828000#252342,1,0.98
382780#985014#95328,0,0.17
339792#381622#698231,1,1.0
226164#1075682#4660,1,0.99
255750#573970#506372,0,0.01
139449#239409#843605,0,0.08
561672#738969#341373,1,0.99
628311#871610#208732,1,0.08
182617#192674#895571,1,0.98
533525#661647#418695,1,0.47
598089#161789#926315,1,0.97
150469#132418#955503,0,0.78
107969#236826#846112,1,0.99
77027#1065459#14883,0,0.11
539262#192798#895447,1,0.97
594865#1019229#61113,1,0.99
322289#50804#1054096,1,0.99
297705#196071#892185,0,0.06
197802#1001222#79120,1,1.0
536045#911129#169213,0,0.04
349055#113408#974405,1,0.99
186743#192908#895338,0,0.11
222655#1055987#24355,0,0.09
146303#790653#289689,0,0.09
231314#848210#232132,0,0.13
489777#189617#898613,0,0.79
214621#93173#994595,0,0.21
371350#984580#95762,1,1.0
620637#600021#480321,0,0.07
201822#784399#295943,1,1.0
426668#574300#506042,0,0.57
188735#842911#237431,0,0.09
89226#680053#400289,1,0.98
328670#292585#790483,0,0.04
270949#335006#745581,0,0.1
58594#884333#196009,0,0.24
73670#742344#337998,0,0.16
298384#236676#846257,0,0.2
115289#506381#573961,1,0.19
269936#988209#92133,1,1.0
560724#486156#594186,1,0.19
405089#1049892#30450,0,0.16
395632#471335#609007,1,0.86
31610#636452#443890,0,0.25
12547#670860#409482,1,0.98
238561#498135#582207,0,0.27
569129#842598#237744,0,0.15
271577#330393#750312,1,0.89
340073#877068#203274,0,0.08
162184#621402#458940,1,1.0
574080#246849#836146,0,0.08
104410#263604#819383,1,0.99
47519#661645#418697,1,1.0
407281#755180#325162,0,0.07
332787#868714#211628,1,0.79
593143#109128#978670,1,0.87
466648#992529#87813,1,0.66
360201#294316#788773,1,0.17
532502#659526#420816,0,0.24
142798#544179#536163,0,0.06
167107#953152#127190,0,0.23
611977#490011#590331,1,0.99
15348#189993#898242,1,0.98
21180#448519#631838,0,0.15
71654#216847#865926,0,0.11
209490#969103#111239,0,0.14
357965#260856#822130,0,0.11
89663#1052661#27681,0,0.24
21187#174082#914031,1,0.97
349455#543801#536541,0,0.2
286792#1044051#36291,1,0.99
117624#907283#173059,0,0.04
410621#175109#912995,1,0.77
242307#492986#587356,0,0.21
268438#105938#981841,1,1.0
317566#384460#695397,0,0.04
191604#300161#782950,0,0.01
317690#1000256#80086,1,0.09
333527#964456#115886,0,0.11
508010#97774#989992,0,0.08
621361#144442#943657,0,0.07
267631#766661#313681,1,0.96
145083#299197#783900,0,0.18
237594#251612#831389,1,1.0
563106#752102#328240,0,0.22
588639#463850#616492,0,0.03
588163#474703#605639,0,0.69
17405#536582#543760,1,0.85
136690#826502#253840,0,0.27
160634#79370#1025798,1,0.99
601381#542992#537350,0,0.27
510559#377852#702008,0,0.17
558634#119112#968713,0,0.04
140061#486743#593599,1,0.67
625466#135934#952157,1,1.0
100840#452980#627370,1,0.97
514536#677434#402908,0,0.1
163196#1041535#38807,1,0.83
504656#252070#830938,1,1.0
504578#561620#518722,1,0.93
265398#435732#644497,0,0.23
286028#174570#913539,0,0.0
615527#247664#835338,1,1.0
426974#218548#864224,1,0.98
517989#245085#837911,0,0.27
318351#607845#472497,0,0.38
617094#665979#414363,1,1.0
476885#589025#491317,0,0.13
183045#852042#228300,0,0.01
490057#393872#686035,1,0.99
180635#286706#796354,0,0.22
392901#854132#226210,0,0.41
537513#298019#785087,0,0.15
486027#250319#832681,0,0.09
2413#134449#953602,0,0.27
142106#962892#117450,0,0.55
271218#312039#771108,1,0.61
180093#552531#527811,1,0.46
324094#395422#684487,1,1.0
162749#304136#778968,0,0.02
278627#672611#407731,0,0.18
335153#248071#834931,1,1.0
25514#1068569#11773,0,0.22
465105#789846#290496,0,0.03
25152#694375#385967,0,0.07
461490#589699#490643,1,0.99
172435#246687#836309,0,0.18
82333#408741#671178,1,0.7
203142#494591#585751,0,0.43
61642#978179#102163,1,0.4
410330#257402#825579,1,0.76
416554#389358#690491,0,0.1
191540#840089#240253,1,1.0
495623#992199#88143,1,0.29
28480#698141#382201,1,0.99
527193#173611#914501,1,0.99
163364#340421#740218,0,0.7
187278#706296#374046,1,0.92
359246#970583#109759,0,0.13
369864#153874#934239,1,1.0
337420#304455#778652,0,0.03
528812#163452#924669,1,1.0
528830#45935#1058897,1,1.0
255567#715958#364384,1,0.14
583203#439867#640438,0,0.12
53528#439720#640586,0,0.13
159136#564533#515809,0,0.18
479336#393443#686466,0,0.13
159904#1056499#23843,1,0.99
24821#551775#528567,0,0.09
187843#823792#256550,1,0.99
208715#423981#656001,1,0.73
168714#640817#439525,0,0.05
21163#851765#228577,0,0.14
26720#721504#358838,1,0.74
454428#199481#888788,1,1.0
222610#838874#241468,0,0.43
587986#572525#507817,1,1.0
209110#873943#206399,0,0.09
546399#1046162#34180,1,1.0
626810#784595#295747,1,0.97
307294#715091#365251,1,0.27
24821#551762#528580,0,0.07
500691#1011366#68976,0,0.19
201876#407294#672622,1,0.87
13582#511537#568805,1,0.98
15270#151482#936614,0,0.07
288918#193237#895010,0,0.35
155597#1041968#38374,0,0.18
440835#1062143#18199,1,1.0
185935#292065#790996,1,0.99
449709#182169#905967,0,0.29
188888#610574#469768,1,0.95
263644#596956#483386,0,0.11
136700#884411#195931,1,0.99
225810#1076126#4216,1,0.23
58236#657740#422602,1,0.97
149624#353556#726312,1,0.45
612371#76812#1028265,0,0.05
132262#341522#739130,1,1.0
191662#135908#952184,0,0.01
629375#1054175#26167,1,0.97
186747#789916#290426,1,1.0
429338#157110#930989,0,0.4
152653#991324#89018,0,0.09
262340#831099#249243,1,0.99
83002#684452#395890,0,0.21
217867#325097#758035,1,0.75
110677#844527#235815,1,1.0
37235#289462#793596,0,0.16
140518#195754#892502,0,0.18
72244#552284#528058,1,0.21
386640#980898#99444,1,1.0
295545#385917#693933,0,0.21
602094#69892#1035157,0,0.05
154514#407953#671967,0,0.1
522532#897685#182657,1,0.97
117128#540924#539418,1,0.32
105101#508257#572085,1,1.0
488926#260901#822085,1,0.94
59553#389569#690279,1,0.24
514415#885648#194694,0,0.05
480277#992807#87535,1,0.61
622554#799622#280720,1,0.99
546329#664805#415537,0,0.23
538626#696855#383487,0,0.04
262075#521009#559333,0,0.22
293341#652984#427358,1,0.37
410535#447292#633058,1,1.0
105559#985524#94818,1,1.0
163785#846652#233690,1,0.46
416450#64517#1040490,0,0.0
156761#267017#815992,1,0.99
462255#378867#700989,0,0.08
70398#856880#223462,0,0.05
314174#21086#1003642,1,0.92
442375#848998#231344,1,0.96
154768#102271#985500,0,0.04
422295#752336#328006,1,1.0
616777#671856#408486,1,1.0
184165#209780#872957,0,0.11
376052#733223#347119,0,0.19
315441#21161#1002929,0,0.01
427395#49811#1055032,0,0.05
306761#29352#727921,0,0.03
151756#48091#1056736,1,0.99
283710#657249#423093,1,0.62
84589#386686#693165,1,1.0
238493#4122#1072318,0,0.12
532057#59562#1045415,1,1.0
621220#760843#319499,1,0.27
634317#872221#208121,0,0.07
599781#51245#1053681,0,0.21
442947#1060#1013378,1,0.95
517848#690868#389474,1,0.53
55157#444597#635734,1,0.92
504355#1223#999422,1,0.98
304948#294409#788682,0,0.18
619658#426774#662464,0,0.17
582873#68632#1036412,0,0.05
557648#102142#985628,0,0.19
603495#496936#583406,1,1.0
100841#570276#510066,0,0.05
79804#847016#233326,0,0.12
327728#374714#705136,1,0.99
149416#40739#1064356,1,0.99
241266#318033#765108,0,0.16
240608#453868#626472,1,1.0
309938#23967#1076290,0,0.04
128047#316016#767124,0,0.19
569496#507283#573059,0,0.07
516364#74473#1030576,0,0.12
311518#27238#885998,0,0.0
100314#649571#430771,0,0.1
98157#909200#171142,0,0.08
148888#1042289#38053,0,0.42
557973#648588#431754,0,0.18
32669#83549#1021694,0,0.09
449428#788653#291689,0,0.04
335329#993760#86582,0,0.37
384326#725572#354770,1,0.15
602327#211126#871626,1,0.98
417135#36350#1068704,0,0.23
476120#478851#601491,1,0.99
362080#377677#702184,0,0.09
323218#573332#507010,0,0.26
254058#840681#239661,0,0.12
256333#435430#644785,0,0.39
11297#133165#954797,0,0.08
307717#524#998238,0,0.04
48712#521395#558947,1,1.0
41603#532090#548252,1,0.99
56184#753215#327127,1,0.97
95198#1009956#70386,1,0.34
463652#200440#887829,0,0.21
482874#903906#176436,1,0.96
264542#26947#752835,0,0.04
367233#288967#794096,1,0.97
73409#982864#97478,0,0.02
231228#26501#1004157,0,0.13
63911#438729#641578,0,0.05
309792#6832#1062699,0,0.0
23207#1079786#556,0,0.15
263097#495165#585177,0,0.08
324344#757847#322495,0,0.05
242318#968083#112259,0,0.1
589466#330371#750334,1,1.0
203772#20926#1078329,0,0.12
254691#739599#340743,1,0.59
314565#5670#1077383,0,0.01
534388#1028331#52011,0,0.18
115472#623337#457005,0,0.06
59524#1056562#23780,1,0.12
612400#1031860#48482,1,1.0
317647#840865#239477,0,0.37
609389#322611#760528,0,0.04
212944#498445#581897,0,0.23
218669#994949#85393,0,0.06
479287#622400#457942,0,0.24
103674#316322#766817,1,0.99
49334#11435#1074815,1,0.25
456865#57280#1047677,1,0.99
281304#234821#848048,0,0.44
280729#516467#563875,0,0.07
282783#132018#955881,0,0.55
598357#884918#195424,0,0.02
505120#416824#663171,0,0.15
530383#148184#939914,1,1.0
596954#426704#653277,1,1.0
310604#32747#886412,0,0.02
421645#753868#326474,1,0.24
52733#655936#424406,1,1.0
374945#150922#937173,0,0.14
94789#691432#388910,0,0.21
372367#60246#1044732,0,0.18
507358#275168#807861,1,1.0
217190#104216#983557,0,0.2
612743#357126#722739,0,0.19
213792#737188#343154,0,0.12
470473#110040#977758,0,0.31
311145#22847#1007634,0,0.09
21515#1023791#56551,1,0.56
17796#738343#341999,0,0.05
58112#707904#372438,0,0.11
111915#196769#891491,0,0.2
164291#29706#1062820,0,0.57
448301#109383#978415,1,1.0
133975#784711#295631,1,0.19
589429#735643#344699,0,0.03
624468#180942#907191,1,1.0
262660#154326#933793,1,1.0
137363#550924#529418,0,0.05
517193#680252#400090,0,0.23
495653#276875#806153,1,1.0
309153#29052#728802,0,0.03
599964#781382#298960,1,0.7
611688#14515#1006941,0,0.12
455265#953747#126595,0,0.15
101518#639375#440967,0,0.07
133702#264444#818545,1,1.0
292896#790259#290083,1,0.99
544935#379174#700682,1,0.98
74337#511249#569093,0,0.09
74258#1037762#42580,0,0.08
433613#765094#315248,0,0.32
578875#419117#660872,0,0.14
175075#484463#595879,0,0.01
515521#877304#203038,0,0.21
373235#113359#974454,0,0.69
309871#550797#529545,0,0.22
457838#361847#718012,0,0.13
300933#184202#903941,1,0.97
560894#659295#421047,1,0.93
166257#365687#714169,1,0.63
69409#752488#327854,1,1.0
11549#983682#96660,1,0.88
531498#661472#418870,0,0.05
51439#1069337#11005,0,0.17
583102#114201#973618,0,0.2
310663#24954#883984,0,0.02
506010#992172#88170,0,0.12
208171#572220#508122,0,0.23
64356#23054#1078015,0,0.03
604264#798938#281404,0,0.22
271192#236282#846642,0,0.05
392439#504185#576157,1,0.19
632960#399840#680069,1,1.0
605437#267250#815759,1,1.0
249968#876270#204072,1,0.99
48328#356843#723020,1,1.0
163998#567821#512521,0,0.04
280318#141400#946701,0,0.0
36062#11803#999891,0,0.04
356556#423849#658217,0,0.67
374788#1037917#42425,0,0.24
